DATE,PLAYER,TEAM,AGE,GP,WLP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
2019-01-10,James Harden,HOU,29.0,37.0,0.5945945945945946,22.0,15.0,37.3,33.9,9.8,22.6,43.6,4.8,12.5,38.6,9.4,11.0,85.3,0.7,5.3,6.0,8.6,5.7,2.0,0.6,3.5,56.1,15.0,5.0,1.6
2019-01-10,Anthony Davis,NOP,25.0,37.0,0.5135135135135135,19.0,18.0,37.0,28.9,10.4,20.2,51.4,0.9,2.9,32.1,7.2,9.0,80.4,3.4,9.9,13.2,4.4,2.0,1.8,2.7,2.5,62.8,29.0,0.0,4.7
2019-01-10,Stephen Curry,GSW,30.0,30.0,0.7333333333333333,22.0,8.0,34.8,28.9,9.6,19.9,48.3,5.0,11.4,44.3,4.6,5.0,91.3,0.6,4.5,5.2,5.5,3.1,1.3,0.3,2.6,45.2,1.0,0.0,8.5
2019-01-10,Kevin Durant,GSW,30.0,41.0,0.6585365853658537,27.0,14.0,35.8,28.4,9.8,19.4,50.5,1.8,5.0,36.4,7.0,7.7,91.1,0.5,6.9,7.4,6.1,3.4,0.8,1.0,1.9,48.6,12.0,2.0,7.0
2019-01-10,Kawhi Leonard,TOR,27.0,33.0,0.696969696969697,23.0,10.0,34.9,27.3,9.5,18.9,50.2,1.7,4.7,36.8,6.6,7.8,84.8,1.2,6.6,7.8,3.1,2.0,1.9,0.5,1.5,46.5,9.0,0.0,5.0
2019-01-10,LeBron James,LAL,34.0,34.0,0.5882352941176471,20.0,14.0,34.7,27.3,10.0,19.3,51.8,2.0,5.6,35.6,5.3,7.8,68.2,0.9,7.4,8.3,7.1,3.4,1.3,0.7,1.6,50.6,17.0,3.0,2.8
2019-01-10,Joel Embiid,PHI,24.0,40.0,0.65,26.0,14.0,33.7,26.9,8.9,18.2,49.0,1.2,3.8,30.1,8.0,9.9,80.6,2.3,11.1,13.5,3.5,3.5,0.6,1.9,3.3,52.2,36.0,1.0,4.6
2019-01-10,Paul George,OKC,28.0,39.0,0.6153846153846154,24.0,15.0,35.4,26.8,9.2,20.5,44.8,3.4,8.8,38.4,5.1,6.2,82.5,1.5,6.5,8.0,3.9,2.7,2.2,0.6,2.9,47.9,13.0,0.0,7.5
2019-01-10,Giannis Antetokounmpo,MIL,24.0,38.0,0.7105263157894737,27.0,11.0,33.6,26.6,9.9,17.1,58.1,0.4,2.4,16.7,6.3,9.0,69.9,2.4,10.4,12.8,6.0,4.1,1.3,1.5,3.4,55.3,28.0,3.0,7.9
2019-01-10,Damian Lillard,POR,28.0,42.0,0.5952380952380952,25.0,17.0,35.4,25.9,8.5,19.1,44.4,3.0,7.6,38.6,6.0,6.7,89.7,0.8,3.8,4.5,6.1,2.8,1.0,0.5,1.8,42.1,5.0,0.0,3.1
2019-01-10,Blake Griffin,DET,29.0,38.0,0.4473684210526316,17.0,21.0,35.9,25.1,8.6,18.0,47.5,2.3,6.4,36.2,5.7,7.6,74.9,1.3,7.0,8.3,5.3,3.8,0.7,0.4,2.8,42.7,15.0,1.0,-0.9
2019-01-10,Kemba Walker,CHA,28.0,40.0,0.475,19.0,21.0,34.3,25.1,8.6,19.7,43.7,3.2,8.9,35.6,4.7,5.7,81.7,0.5,3.9,4.3,5.8,2.5,1.2,0.5,1.7,41.6,2.0,0.0,1.0
2019-01-10,Devin Booker,PHX,22.0,31.0,0.25806451612903225,8.0,23.0,35.2,24.8,8.8,19.4,45.2,2.3,6.9,32.6,5.0,6.0,84.3,0.6,3.1,3.7,6.9,3.8,1.1,0.2,3.4,39.6,4.0,0.0,-4.4
2019-01-10,Bradley Beal,WAS,25.0,42.0,0.40476190476190477,17.0,25.0,36.6,24.2,9.0,19.2,47.2,2.5,7.2,34.7,3.6,4.6,79.3,1.0,3.8,4.8,4.8,2.7,1.3,0.8,3.0,40.7,4.0,1.0,-1.9
