DATE,PLAYER,TEAM,AGE,GP,WLP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
2019-01-12,James Harden,HOU,29.0,38.0,0.6052631578947368,23.0,15.0,37.1,34.1,9.9,22.6,43.8,4.9,12.6,39.0,9.4,11.0,85.6,0.7,5.4,6.1,8.7,5.7,2.0,0.6,3.4,56.7,16.0,6.0,2.3
2019-01-12,Anthony Davis,NOP,25.0,37.0,0.5135135135135135,19.0,18.0,37.0,28.9,10.4,20.2,51.4,0.9,2.9,32.1,7.2,9.0,80.4,3.4,9.9,13.2,4.4,2.0,1.8,2.7,2.5,62.8,29.0,0.0,4.7
2019-01-12,Stephen Curry,GSW,30.0,31.0,0.7419354838709677,23.0,8.0,34.5,28.8,9.6,19.8,48.7,5.0,11.4,44.3,4.5,4.9,91.5,0.7,4.5,5.2,5.6,3.1,1.3,0.3,2.5,45.1,1.0,0.0,9.5
2019-01-12,Kevin Durant,GSW,30.0,42.0,0.6666666666666666,28.0,14.0,35.6,28.2,9.7,19.2,50.7,1.8,5.0,36.8,7.0,7.6,91.3,0.5,6.9,7.3,6.1,3.4,0.8,1.0,1.9,48.3,12.0,2.0,7.8
2019-01-12,LeBron James,LAL,34.0,34.0,0.5882352941176471,20.0,14.0,34.7,27.3,10.0,19.3,51.8,2.0,5.6,35.6,5.3,7.8,68.2,0.9,7.4,8.3,7.1,3.4,1.3,0.7,1.6,50.6,17.0,3.0,2.8
2019-01-12,Kawhi Leonard,TOR,27.0,34.0,0.7058823529411765,24.0,10.0,34.6,27.1,9.5,18.9,50.2,1.7,4.7,36.9,6.4,7.6,84.5,1.3,6.6,7.9,3.1,2.0,1.9,0.5,1.5,46.3,10.0,0.0,5.6
2019-01-12,Joel Embiid,PHI,24.0,40.0,0.65,26.0,14.0,33.7,26.9,8.9,18.2,49.0,1.2,3.8,30.1,8.0,9.9,80.6,2.3,11.1,13.5,3.5,3.5,0.6,1.9,3.3,52.2,36.0,1.0,4.6
2019-01-12,Paul George,OKC,28.0,40.0,0.6,24.0,16.0,35.7,26.9,9.2,20.6,44.8,3.4,8.8,38.5,5.1,6.2,82.2,1.5,6.5,8.0,3.9,2.7,2.2,0.6,2.9,47.9,13.0,0.0,7.0
2019-01-12,Giannis Antetokounmpo,MIL,24.0,38.0,0.7105263157894737,27.0,11.0,33.6,26.6,9.9,17.1,58.1,0.4,2.4,16.7,6.3,9.0,69.9,2.4,10.4,12.8,6.0,4.1,1.3,1.5,3.4,55.3,28.0,3.0,7.9
2019-01-12,Damian Lillard,POR,28.0,43.0,0.6046511627906976,26.0,17.0,35.2,25.8,8.5,19.0,44.6,2.9,7.6,38.4,5.9,6.6,89.8,0.8,3.7,4.5,6.1,2.8,1.0,0.5,1.8,42.3,5.0,0.0,3.7
2019-01-12,Blake Griffin,DET,29.0,39.0,0.46153846153846156,18.0,21.0,36.0,25.6,8.7,18.1,47.8,2.4,6.6,36.3,5.8,7.7,75.7,1.3,7.0,8.3,5.3,3.8,0.8,0.5,2.8,43.4,15.0,1.0,-0.6
2019-01-12,Kemba Walker,CHA,28.0,41.0,0.4634146341463415,19.0,22.0,34.3,24.9,8.5,19.7,43.3,3.2,8.9,35.8,4.7,5.7,81.6,0.5,3.8,4.3,5.7,2.5,1.2,0.5,1.7,41.2,2.0,0.0,0.2
2019-01-12,Devin Booker,PHX,22.0,31.0,0.25806451612903225,8.0,23.0,35.2,24.8,8.8,19.4,45.2,2.3,6.9,32.6,5.0,6.0,84.3,0.6,3.1,3.7,6.9,3.8,1.1,0.2,3.4,39.6,4.0,0.0,-4.4
2019-01-12,Bradley Beal,WAS,25.0,43.0,0.4186046511627907,18.0,25.0,36.7,24.4,9.1,19.2,47.3,2.5,7.1,35.2,3.7,4.7,80.0,1.0,3.8,4.8,4.8,2.7,1.3,0.8,3.0,41.1,4.0,1.0,-1.7
2019-01-12,Zach LaVine,CHI,23.0,36.0,0.19444444444444445,7.0,29.0,34.3,23.6,8.4,18.1,46.1,1.8,5.0,36.1,5.1,5.9,86.8,0.4,3.9,4.4,4.2,3.6,0.9,0.4,2.3,35.6,1.0,0.0,-6.4
2019-01-12,Kyrie Irving,BOS,26.0,37.0,0.5945945945945946,22.0,15.0,32.0,22.6,8.7,17.7,49.0,2.6,6.3,40.6,2.7,3.2,85.5,1.2,3.6,4.8,6.4,2.5,1.6,0.4,2.3,41.6,8.0,0.0,6.7
2019-01-12,Karl-Anthony Towns,MIN,23.0,42.0,0.47619047619047616,20.0,22.0,33.5,22.3,8.1,16.3,49.9,1.7,4.5,37.9,4.3,5.2,83.5,3.3,8.9,12.2,3.0,2.9,0.9,1.9,3.8,46.9,27.0,0.0,2.3
2019-01-12,DeMar DeRozan,SAS,29.0,43.0,0.5813953488372093,25.0,18.0,35.3,22.2,8.5,18.1,46.8,0.2,0.9,17.5,5.1,6.1,82.9,0.7,5.4,6.2,6.5,2.5,1.0,0.5,2.3,41.4,8.0,1.0,0.3
2019-01-12,Klay Thompson,GSW,28.0,42.0,0.6666666666666666,28.0,14.0,34.5,21.8,8.5,18.8,45.3,2.8,7.5,36.6,2.0,2.5,80.2,0.5,3.7,4.1,2.0,1.6,1.2,0.7,2.0,34.0,0.0,0.0,3.0
2019-01-12,Russell Westbrook,OKC,30.0,33.0,0.6060606060606061,20.0,13.0,35.3,21.3,8.4,19.8,42.3,1.1,4.8,22.9,3.4,5.5,62.1,1.3,9.5,10.8,10.7,4.7,2.5,0.3,3.5,54.2,24.0,13.0,6.5
2019-01-12,CJ McCollum,POR,27.0,42.0,0.5952380952380952,25.0,17.0,34.2,21.1,8.3,18.0,46.2,2.0,5.9,33.7,2.4,2.9,82.8,0.9,2.9,3.7,2.6,1.5,0.8,0.4,2.5,31.5,0.0,0.0,3.8
2019-01-12,Donovan Mitchell,UTA,22.0,39.0,0.5384615384615384,21.0,18.0,32.8,21.0,7.8,18.7,42.0,2.2,6.7,32.6,3.1,3.9,79.2,0.6,3.0,3.6,3.6,2.7,1.6,0.3,2.7,33.9,0.0,0.0,2.1
2019-01-12,Tobias Harris,LAC,26.0,42.0,0.5714285714285714,24.0,18.0,34.2,20.8,7.8,15.5,50.2,1.9,4.5,43.3,3.3,3.8,88.6,0.7,7.4,8.1,2.2,2.0,0.8,0.4,2.1,35.3,11.0,0.0,1.4
2019-01-12,John Wall,WAS,28.0,32.0,0.34375,11.0,21.0,34.5,20.7,7.7,17.3,44.4,1.6,5.3,30.2,3.8,5.5,69.7,0.5,3.2,3.6,8.7,3.8,1.5,0.9,2.2,41.7,10.0,0.0,-4.8
2019-01-12,Jrue Holiday,NOP,28.0,42.0,0.47619047619047616,20.0,22.0,36.5,20.7,8.0,16.7,47.8,1.7,5.0,33.2,3.1,4.0,77.7,1.2,3.4,4.6,8.3,3.5,1.7,0.7,2.6,42.4,13.0,0.0,5.2
2019-01-12,LaMarcus Aldridge,SAS,33.0,43.0,0.5813953488372093,25.0,18.0,32.6,20.7,8.1,16.0,50.9,0.0,0.3,14.3,4.3,5.2,84.2,2.8,5.7,8.6,2.4,1.9,0.5,1.2,2.2,37.8,12.0,0.0,1.0
2019-01-12,Nikola Vucevic,ORL,28.0,40.0,0.425,17.0,23.0,30.7,20.2,8.4,15.9,52.9,1.2,3.1,39.3,2.2,2.8,77.7,2.6,9.4,12.0,3.7,2.0,1.0,1.2,2.0,44.6,27.0,1.0,0.7
2019-01-12,Mike Conley,MEM,31.0,40.0,0.475,19.0,21.0,33.9,20.1,6.8,16.2,41.7,2.2,6.2,35.0,4.5,5.3,84.4,0.6,2.8,3.3,6.2,1.8,1.3,0.4,1.7,36.8,5.0,0.0,2.2
2019-01-12,Buddy Hield,SAC,26.0,42.0,0.5,21.0,21.0,31.3,20.1,7.6,15.9,47.8,3.2,7.3,44.4,1.7,2.0,85.5,1.2,3.7,4.9,2.3,1.9,0.5,0.4,2.5,29.9,2.0,0.0,0.1
2019-01-12,Luka Doncic,DAL,19.0,41.0,0.4634146341463415,19.0,22.0,32.1,20.0,6.6,15.1,43.5,2.4,6.5,36.8,4.5,6.2,73.5,1.1,5.6,6.7,5.0,3.2,1.1,0.3,1.8,36.6,7.0,0.0,0.5
2019-01-12,Victor Oladipo,IND,26.0,31.0,0.6774193548387096,21.0,10.0,32.5,19.8,7.3,16.7,43.8,2.2,6.2,34.7,3.0,4.2,72.9,0.5,5.4,5.8,5.2,2.4,1.7,0.4,2.0,38.3,5.0,0.0,3.0
2019-01-12,Tim Hardaway Jr.,NYK,26.0,39.0,0.2564102564102564,10.0,29.0,32.9,19.8,6.4,16.3,39.2,2.6,7.5,34.7,4.4,5.2,85.6,0.6,2.8,3.4,2.7,1.9,0.9,0.1,2.3,29.2,1.0,0.0,-6.7
2019-01-12,Julius Randle,NOP,24.0,41.0,0.4878048780487805,20.0,21.0,29.3,19.8,7.3,13.5,54.3,0.6,1.9,31.6,4.6,6.3,72.3,2.3,7.0,9.3,2.9,2.5,0.6,0.6,3.4,36.3,20.0,1.0,1.8
2019-01-12,Danilo Gallinari,LAC,30.0,41.0,0.5609756097560976,23.0,18.0,31.8,19.5,5.9,13.0,45.4,2.4,5.4,44.4,5.3,5.8,91.1,1.0,5.2,6.1,2.5,1.4,0.7,0.3,2.0,32.2,3.0,0.0,0.5
2019-01-12,Jimmy Butler,PHI,29.0,34.0,0.5588235294117647,19.0,15.0,33.2,19.5,6.9,14.6,47.1,1.3,3.4,37.9,4.5,5.4,83.7,1.8,3.2,4.9,3.6,1.6,2.1,0.6,1.8,37.3,2.0,0.0,0.1
2019-01-12,Nikola Jokic,DEN,23.0,40.0,0.7,28.0,12.0,31.2,19.2,7.3,14.5,50.0,1.1,3.5,31.4,3.6,4.2,84.0,2.9,7.4,10.2,7.6,3.3,1.5,0.8,2.8,46.1,26.0,5.0,4.1
2019-01-12,John Collins,ATL,21.0,26.0,0.34615384615384615,9.0,17.0,30.0,19.1,7.8,13.3,58.2,0.8,2.3,35.6,2.7,3.8,71.0,4.0,6.6,10.5,2.3,2.3,0.2,0.4,3.3,34.9,16.0,0.0,-1.0
2019-01-12,Kevin Love,CLE,30.0,4.0,0.0,0.0,4.0,33.9,19.0,5.3,16.3,32.3,1.8,6.0,29.2,6.8,8.3,81.8,2.5,11.0,13.5,3.5,2.5,0.3,0.3,3.5,39.5,3.0,0.0,-8.5
2019-01-12,Derrick Rose,MIN,30.0,33.0,0.42424242424242425,14.0,19.0,29.7,18.9,7.4,15.2,48.6,1.6,3.4,46.8,2.6,3.1,84.2,0.6,2.2,2.8,4.8,1.8,0.7,0.3,1.2,30.8,1.0,0.0,1.4
