DATE,PLAYER,TEAM,AGE,GP,WLP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
07-08,Baron Davis,GSW,29.0,82.0,58.536585365853654,48.0,34.0,39.0,21.8,7.9,18.6,42.6,2.1,6.4,33.0,3.9,5.2,75.0,1.2,3.5,4.7,7.6,2.8,2.3,0.5,3.0,44.6,18.0,3.0,3.0
07-08,Jason Richardson,CHA,27.0,82.0,39.02439024390244,32.0,50.0,38.4,21.8,7.9,17.9,44.1,3.0,7.3,40.6,3.0,4.0,75.2,1.0,4.4,5.4,3.1,2.0,1.4,0.7,2.9,37.3,5.0,0.0,-2.8
07-08,Joe Johnson,ATL,27.0,82.0,45.1219512195122,37.0,45.0,40.8,21.7,7.9,18.3,43.2,2.1,5.4,38.1,3.9,4.6,83.4,1.0,3.5,4.5,5.8,2.7,1.0,0.2,2.0,36.7,9.0,0.0,-0.2
07-08,Tracy McGrady,HOU,29.0,66.0,69.6969696969697,46.0,20.0,37.0,21.6,8.3,19.8,41.9,1.3,4.5,29.2,3.7,5.4,68.4,0.6,4.5,5.1,5.9,2.4,1.0,0.5,1.4,38.6,5.0,1.0,4.0
07-08,Antawn Jamison,WAS,32.0,79.0,51.89873417721519,41.0,38.0,38.7,21.4,7.8,17.9,43.6,1.5,4.5,33.9,4.2,5.5,76.0,2.7,7.5,10.2,1.5,1.4,1.3,0.4,2.5,39.8,44.0,0.0,2.5
07-08,Vince Carter,NJN,31.0,76.0,44.73684210526316,34.0,42.0,38.9,21.3,7.7,16.9,45.6,1.3,3.6,35.9,4.6,5.6,81.6,1.5,4.5,6.0,5.1,2.4,1.2,0.4,3.2,38.8,9.0,0.0,-1.5
07-08,Carlos Boozer,UTA,26.0,81.0,65.4320987654321,53.0,28.0,34.9,21.1,8.8,16.0,54.7,0.0,0.0,0.0,3.6,4.9,73.8,2.4,8.0,10.4,2.9,2.6,1.2,0.5,3.6,40.5,51.0,1.0,5.2
07-08,Chris Paul,NOH,23.0,80.0,68.75,55.0,25.0,37.6,21.1,7.9,16.1,48.8,1.2,3.1,36.9,4.2,4.9,85.1,0.8,3.2,4.0,11.6,2.5,2.7,0.1,2.3,49.0,56.0,1.0,6.0
07-08,Al Jefferson,MIN,23.0,82.0,26.82926829268293,22.0,60.0,35.6,21.0,8.8,17.6,50.0,0.0,0.1,0.0,3.5,4.8,72.1,3.8,7.4,11.1,1.4,2.0,0.9,1.5,2.7,41.5,55.0,0.0,-6.7
07-08,Dwight Howard,ORL,22.0,82.0,63.41463414634146,52.0,30.0,37.7,20.7,7.1,11.9,59.9,0.0,0.0,0.0,6.5,10.9,59.0,3.4,10.8,14.2,1.3,3.2,0.9,2.1,3.3,45.6,69.0,0.0,5.9
07-08,David West,NOH,27.0,76.0,68.42105263157895,52.0,24.0,37.8,20.6,8.3,17.2,48.2,0.1,0.3,24.0,3.9,4.6,85.0,2.4,6.5,8.9,2.3,2.2,0.8,1.3,2.7,38.9,29.0,0.0,5.4
07-08,Jamal Crawford,NYK,28.0,80.0,28.749999999999996,23.0,57.0,39.9,20.6,7.1,17.4,41.0,2.2,6.2,35.6,4.1,4.8,86.4,0.5,2.1,2.6,5.0,2.4,1.0,0.2,1.8,32.4,0.0,0.0,-4.3
07-08,Metta World Peace,SAC,28.0,57.0,52.63157894736842,30.0,27.0,38.1,20.5,7.6,16.9,45.3,1.5,3.9,38.0,3.7,5.2,71.9,1.8,4.0,5.8,3.5,2.6,2.3,0.7,2.8,39.0,6.0,0.0,1.5
07-08,Caron Butler,WAS,28.0,58.0,56.896551724137936,33.0,25.0,39.9,20.3,7.6,16.3,46.6,1.1,3.2,35.7,4.1,4.5,90.1,1.6,5.1,6.7,4.9,2.6,2.2,0.3,2.8,40.8,9.0,3.0,2.9
07-08,Kevin Durant,SEA,19.0,80.0,23.75,19.0,61.0,34.6,20.3,7.3,17.1,43.0,0.7,2.6,28.8,4.9,5.6,87.3,0.9,3.5,4.4,2.4,2.9,1.0,0.9,1.5,32.0,1.0,0.0,-8.2
07-08,Monta Ellis,GSW,22.0,81.0,59.25925925925925,48.0,33.0,37.9,20.2,8.0,15.1,53.1,0.1,0.6,23.1,4.0,5.1,76.7,1.6,3.3,5.0,3.9,2.1,1.5,0.3,2.4,35.5,5.0,0.0,2.6
07-08,Rudy Gay,MEM,21.0,81.0,25.925925925925924,21.0,60.0,37.0,20.1,7.7,16.7,46.1,1.7,4.8,34.6,3.1,3.9,78.5,1.7,4.4,6.2,2.0,2.3,1.4,1.0,2.8,35.2,10.0,0.0,-6.0
07-08,Stephen Jackson,GSW,30.0,73.0,63.013698630136986,46.0,27.0,39.1,20.1,6.7,16.5,40.5,2.5,6.9,36.3,4.2,5.1,83.2,0.9,3.4,4.4,4.1,2.7,1.3,0.4,2.3,33.7,1.0,0.0,2.8
07-08,Josh Howard,DAL,28.0,76.0,63.1578947368421,48.0,28.0,36.3,19.9,7.5,16.4,45.5,0.9,2.8,31.9,4.1,5.1,81.3,1.6,5.4,7.0,2.2,1.5,0.8,0.4,2.7,33.6,9.0,0.0,5.5
07-08,Andre Iguodala,PHI,24.0,82.0,48.78048780487805,40.0,42.0,39.5,19.9,7.1,15.6,45.6,1.2,3.7,32.9,4.5,6.2,72.1,1.0,4.4,5.4,4.8,2.6,2.1,0.6,2.3,39.0,8.0,0.0,0.1
07-08,Paul Pierce,BOS,30.0,80.0,80.0,64.0,16.0,35.9,19.6,6.4,13.7,46.4,1.8,4.6,39.2,5.1,6.1,84.3,0.7,4.5,5.1,4.5,2.8,1.3,0.5,2.5,35.0,7.0,0.0,9.8
07-08,Danny Granger,IND,25.0,80.0,42.5,34.0,46.0,35.9,19.6,6.7,15.1,44.6,2.1,5.3,40.4,4.0,4.7,85.2,1.2,4.9,6.1,2.1,2.1,1.2,1.1,3.6,34.6,7.0,0.0,-1.9
07-08,Hedo Turkoglu,ORL,29.0,82.0,63.41463414634146,52.0,30.0,36.9,19.5,6.8,14.9,45.6,2.0,5.1,40.0,4.0,4.8,82.9,1.0,4.7,5.7,5.0,3.0,0.9,0.3,3.0,34.5,8.0,2.0,5.5
07-08,Manu Ginobili,SAS,30.0,74.0,68.91891891891892,51.0,23.0,31.1,19.5,6.1,13.3,46.0,2.1,5.3,40.1,5.1,6.0,86.0,0.9,3.9,4.8,4.5,2.7,1.5,0.4,2.3,35.0,5.0,0.0,5.8
07-08,Gilbert Arenas,WAS,26.0,13.0,46.15384615384615,6.0,7.0,32.7,19.4,6.0,15.1,39.8,1.7,6.0,28.2,5.7,7.4,77.1,0.5,3.5,3.9,5.1,3.8,1.8,0.1,2.3,33.5,1.0,0.0,0.5
07-08,Gerald Wallace,CHA,25.0,62.0,37.096774193548384,23.0,39.0,38.3,19.4,6.6,14.6,44.9,1.1,3.6,32.1,5.0,6.9,73.1,0.9,5.1,6.0,3.5,2.9,2.1,0.9,3.0,38.0,9.0,0.0,-1.8
07-08,Tim Duncan,SAS,32.0,78.0,69.23076923076923,54.0,24.0,34.0,19.3,7.5,15.1,49.7,0.0,0.1,0.0,4.3,5.9,73.0,3.0,8.3,11.3,2.8,2.3,0.7,1.9,2.4,42.8,53.0,0.0,5.4
07-08,Brandon Roy,POR,23.0,74.0,54.054054054054056,40.0,34.0,37.7,19.1,7.2,15.8,45.4,1.0,2.9,34.0,3.8,5.0,75.3,1.1,3.6,4.7,5.8,1.8,1.1,0.2,2.0,35.5,10.0,1.0,0.4
07-08,Mike Dunleavy,IND,27.0,82.0,43.90243902439025,36.0,46.0,36.0,19.1,6.5,13.6,47.6,2.0,4.7,42.4,4.1,4.9,83.4,0.7,4.5,5.2,3.5,2.3,1.0,0.4,2.5,32.5,5.0,0.0,0.5
07-08,Pau Gasol,LAL,27.0,66.0,48.484848484848484,32.0,34.0,35.6,18.9,7.2,13.5,53.4,0.1,0.2,25.0,4.4,5.5,80.7,2.3,6.0,8.4,3.2,1.9,0.5,1.5,2.1,37.7,26.0,0.0,3.3
07-08,Deron Williams,UTA,24.0,82.0,65.85365853658537,54.0,28.0,37.3,18.8,6.9,13.6,50.7,1.0,2.6,39.5,4.0,5.0,80.3,0.4,2.5,3.0,10.5,3.4,1.1,0.3,2.4,38.9,52.0,0.0,5.2
07-08,Kevin Garnett,BOS,32.0,71.0,80.28169014084507,57.0,14.0,32.8,18.8,7.5,13.9,53.9,0.0,0.2,0.0,3.8,4.7,80.1,1.9,7.3,9.2,3.4,1.9,1.4,1.3,2.3,41.1,29.0,0.0,10.4
07-08,Tony Parker,SAS,26.0,69.0,69.56521739130434,48.0,21.0,33.5,18.8,7.5,15.1,49.4,0.2,1.0,25.8,3.6,5.0,71.5,0.4,2.8,3.2,6.0,2.4,0.8,0.1,1.3,31.9,3.0,0.0,5.0
07-08,Ben Gordon,CHI,25.0,72.0,40.27777777777778,29.0,43.0,31.8,18.6,6.4,14.8,43.4,2.0,4.8,41.0,3.7,4.1,90.8,0.6,2.5,3.1,3.0,2.1,0.8,0.1,2.4,27.2,0.0,0.0,-3.2
07-08,Rashard Lewis,ORL,28.0,81.0,64.19753086419753,52.0,29.0,38.0,18.2,6.4,14.0,45.5,2.8,6.8,40.9,2.7,3.2,83.8,1.2,4.2,5.4,2.4,1.7,1.2,0.5,2.6,31.7,1.0,0.0,5.1
07-08,LaMarcus Aldridge,POR,22.0,76.0,46.05263157894737,35.0,41.0,34.9,17.8,7.4,15.3,48.4,0.0,0.1,14.3,3.0,3.9,76.2,2.9,4.7,7.6,1.6,1.7,0.7,1.2,3.2,33.5,19.0,0.0,-0.2
07-08,Zach Randolph,NYK,26.0,69.0,33.33333333333333,23.0,46.0,32.5,17.6,7.0,15.3,45.9,0.3,1.2,27.5,3.2,4.2,77.2,2.7,7.6,10.3,2.0,2.7,0.9,0.2,2.8,33.6,40.0,0.0,-4.0
07-08,Elton Brand,LAC,29.0,8.0,12.5,1.0,7.0,34.2,17.6,6.5,14.3,45.6,0.0,0.0,0.0,4.6,5.9,78.7,2.6,5.4,8.0,2.0,2.1,0.4,1.9,2.6,34.9,2.0,0.0,-12.1
07-08,Ray Allen,BOS,32.0,73.0,79.45205479452055,58.0,15.0,35.9,17.4,6.0,13.5,44.5,2.5,6.2,39.8,2.9,3.2,90.7,1.0,2.6,3.7,3.1,1.7,0.9,0.2,2.0,28.1,1.0,0.0,8.4
07-08,Richard Hamilton,DET,30.0,72.0,72.22222222222221,52.0,20.0,33.7,17.3,6.9,14.3,48.4,0.9,2.0,44.0,2.6,3.1,83.3,1.0,2.2,3.3,4.2,1.8,1.0,0.1,2.4,29.0,1.0,0.0,5.3
07-08,Mo Williams,MIL,25.0,66.0,36.36363636363637,24.0,42.0,36.5,17.2,6.7,13.9,48.0,1.3,3.5,38.5,2.5,2.9,85.6,0.6,2.9,3.5,6.3,2.8,1.2,0.2,2.8,32.2,6.0,0.0,-5.1
07-08,Josh Smith,ATL,22.0,81.0,45.67901234567901,37.0,44.0,35.5,17.2,6.4,14.0,45.7,0.3,1.2,25.3,4.1,5.8,71.0,2.0,6.2,8.2,3.4,3.0,1.5,2.8,3.3,42.1,19.0,1.0,-0.4
07-08,Andre Miller,PHI,32.0,82.0,48.78048780487805,40.0,42.0,36.8,17.0,6.9,14.1,49.2,0.0,0.4,8.8,3.1,4.1,77.2,1.2,2.8,4.0,6.9,2.5,1.3,0.1,2.2,33.7,14.0,0.0,-0.8
07-08,Luol Deng,CHI,23.0,63.0,39.682539682539684,25.0,38.0,33.8,17.0,6.8,14.2,47.9,0.1,0.3,36.4,3.2,4.2,77.0,2.2,4.1,6.3,2.5,1.9,0.9,0.5,1.9,30.4,6.0,0.0,-2.4
07-08,Chauncey Billups,DET,31.0,78.0,71.7948717948718,56.0,22.0,32.3,17.0,5.0,11.2,44.8,1.8,4.4,40.1,5.1,5.6,91.8,0.5,2.2,2.7,6.8,2.1,1.3,0.2,1.7,32.9,13.0,0.0,6.7
07-08,Steve Nash,PHX,34.0,81.0,67.90123456790124,55.0,26.0,34.3,16.9,6.0,11.9,50.4,2.2,4.7,47.0,2.7,3.0,90.6,0.3,3.1,3.5,11.1,3.6,0.7,0.1,1.4,36.2,48.0,0.0,6.8
07-08,Peja Stojakovic,NOH,31.0,77.0,68.83116883116884,53.0,24.0,35.2,16.4,5.9,13.3,44.0,3.0,6.8,44.1,1.7,1.8,92.9,0.8,3.5,4.3,1.2,0.8,0.7,0.1,1.6,25.2,4.0,0.0,6.0
07-08,Mike Miller,MEM,28.0,70.0,30.0,21.0,49.0,35.3,16.4,5.9,11.8,50.2,2.2,5.1,43.2,2.3,3.0,77.4,0.7,5.9,6.7,3.4,2.6,0.5,0.2,2.1,29.1,13.0,0.0,-3.6
07-08,Chris Kaman,LAC,26.0,56.0,35.714285714285715,20.0,36.0,37.2,15.7,6.0,12.5,48.3,0.0,0.1,0.0,3.6,4.7,76.2,3.1,9.6,12.7,1.9,2.9,0.6,2.8,3.2,40.9,36.0,0.0,-3.3
07-08,Leandro Barbosa,PHX,25.0,82.0,67.07317073170732,55.0,27.0,29.5,15.6,5.8,12.5,46.2,2.0,5.1,38.9,2.1,2.6,82.2,0.5,2.3,2.8,2.6,1.4,0.9,0.2,2.4,25.0,0.0,0.0,1.5
07-08,Jason Terry,DAL,30.0,82.0,62.19512195121951,51.0,31.0,31.4,15.5,5.7,12.3,46.7,1.7,4.4,37.5,2.3,2.7,85.7,0.4,2.2,2.5,3.2,1.1,1.1,0.2,2.1,26.1,0.0,0.0,3.8
07-08,Shawn Marion,MIA,30.0,63.0,58.730158730158735,37.0,26.0,36.7,15.4,6.3,12.5,50.8,1.0,3.1,33.3,1.7,2.4,70.7,2.2,8.0,10.2,2.2,1.4,2.0,1.3,2.4,39.6,32.0,0.0,3.5
07-08,Rashad McCants,MIN,23.0,75.0,26.666666666666668,20.0,55.0,26.9,14.9,5.7,12.6,45.3,1.9,4.7,40.7,1.5,2.1,74.8,0.7,2.1,2.7,2.2,2.3,0.9,0.2,3.1,22.5,0.0,0.0,-1.6
07-08,Marvin Williams,ATL,22.0,80.0,43.75,35.0,45.0,34.6,14.8,5.3,11.5,46.2,0.0,0.1,10.0,4.2,5.1,82.2,1.5,4.2,5.7,1.7,1.6,1.0,0.4,2.8,26.9,7.0,0.0,-2.1
07-08,Devin Harris,NJN,25.0,64.0,57.8125,37.0,27.0,31.6,14.8,5.0,10.8,46.3,0.9,2.6,33.5,3.9,4.7,82.4,0.4,2.3,2.7,5.8,2.5,1.4,0.2,3.0,28.8,4.0,0.0,3.0
07-08,Mehmet Okur,UTA,29.0,72.0,69.44444444444444,50.0,22.0,33.2,14.5,5.2,11.7,44.5,1.6,4.1,38.8,2.6,3.2,80.4,1.8,5.9,7.7,2.0,1.4,0.8,0.4,3.3,28.9,23.0,0.0,4.7
07-08,Raymond Felton,CHA,24.0,79.0,40.50632911392405,32.0,47.0,37.6,14.4,5.2,12.6,41.3,0.7,2.5,28.0,3.3,4.1,80.0,0.5,2.5,3.0,7.4,2.7,1.2,0.2,2.3,30.5,17.0,0.0,-2.6
07-08,Andrew Bogut,MIL,23.0,78.0,33.33333333333333,26.0,52.0,34.9,14.3,6.0,11.7,51.1,0.0,0.1,0.0,2.4,4.1,58.7,3.1,6.6,9.8,2.6,2.2,0.8,1.7,3.3,35.4,38.0,0.0,-4.5
07-08,Lamar Odom,LAL,28.0,77.0,70.12987012987013,54.0,23.0,37.9,14.2,5.4,10.3,52.5,0.4,1.5,27.4,3.0,4.3,69.8,2.6,8.1,10.6,3.5,2.0,1.0,0.9,2.9,36.0,44.0,1.0,6.2
07-08,Zydrunas Ilgauskas,CLE,33.0,73.0,56.16438356164384,41.0,32.0,30.4,14.1,5.7,12.0,47.4,0.0,0.0,0.0,2.7,3.3,80.2,3.6,5.7,9.3,1.4,1.8,0.5,1.6,3.4,31.9,29.0,0.0,0.8
07-08,Mike Bibby,ATL,30.0,48.0,50.0,24.0,24.0,32.8,13.9,5.2,12.6,41.1,1.9,5.2,37.5,1.6,2.1,78.0,0.3,3.0,3.3,6.0,2.5,1.1,0.1,2.0,28.1,5.0,0.0,-0.5
07-08,Stephon Marbury,NYK,31.0,24.0,25.0,6.0,18.0,33.5,13.9,4.6,11.0,41.9,1.2,3.1,37.8,3.5,4.8,71.6,0.7,1.8,2.5,4.7,2.0,0.9,0.1,2.4,24.8,0.0,0.0,-6.8
07-08,Emeka Okafor,CHA,25.0,82.0,39.02439024390244,32.0,50.0,33.1,13.8,5.6,10.5,53.5,0.0,0.0,0.0,2.6,4.6,57.0,3.1,7.6,10.7,0.9,2.0,0.8,1.7,2.9,33.2,39.0,0.0,-3.1
07-08,Ricky Davis,MIA,28.0,82.0,18.29268292682927,15.0,67.0,36.1,13.8,5.1,11.8,43.3,1.6,4.1,40.5,1.9,2.4,78.7,0.7,3.6,4.3,3.4,2.3,1.1,0.2,2.3,25.4,4.0,0.0,-7.2
07-08,Shaquille O'Neal,PHX,36.0,61.0,40.98360655737705,25.0,36.0,28.7,13.6,5.4,9.1,59.3,0.0,0.0,0.0,2.8,5.5,50.3,2.7,6.4,9.1,1.5,3.0,0.5,1.4,3.7,29.8,21.0,0.0,0.1
07-08,Al Harrington,GSW,28.0,81.0,59.25925925925925,48.0,33.0,27.0,13.6,5.0,11.4,43.4,1.9,5.0,37.5,1.8,2.3,77.4,1.3,4.1,5.4,1.6,1.1,0.9,0.2,3.3,24.8,7.0,0.0,1.9
07-08,Jermaine O'Neal,IND,29.0,42.0,45.23809523809524,19.0,23.0,28.7,13.6,5.4,12.2,43.9,0.0,0.1,0.0,2.9,3.9,74.2,2.0,4.8,6.7,2.2,2.5,0.5,2.1,3.1,30.1,7.0,0.0,-1.2
07-08,Brad Miller,SAC,32.0,72.0,48.61111111111111,35.0,37.0,34.9,13.4,4.7,10.1,46.3,0.4,1.3,31.1,3.6,4.3,84.8,2.3,7.1,9.5,3.7,2.3,1.0,1.0,3.4,33.9,29.0,0.0,1.2
07-08,Chris Wilcox,SEA,25.0,62.0,25.806451612903224,16.0,46.0,28.0,13.4,5.4,10.3,52.4,0.0,0.0,0.0,2.6,4.0,64.5,2.0,5.0,7.0,1.2,1.7,0.7,0.6,2.8,25.8,17.0,0.0,-3.0
07-08,Travis Outlaw,POR,23.0,82.0,50.0,41.0,41.0,26.7,13.3,5.1,11.8,43.3,0.5,1.2,39.6,2.7,3.6,74.1,1.2,3.4,4.6,1.3,1.3,0.7,0.8,2.1,23.9,4.0,0.0,-1.3
07-08,Eddy Curry,NYK,25.0,59.0,28.8135593220339,17.0,42.0,25.9,13.2,5.0,9.2,54.6,0.0,0.0,0.0,3.2,5.1,62.3,1.9,2.8,4.7,0.5,2.1,0.2,0.5,2.7,19.7,2.0,0.0,-6.9
07-08,Andres Nocioni,CHI,28.0,82.0,40.243902439024396,33.0,49.0,24.6,13.2,4.6,10.7,43.2,1.5,4.2,36.4,2.4,3.0,80.7,0.6,3.6,4.2,1.2,1.6,0.3,0.5,3.0,20.8,1.0,0.0,-1.5
07-08,Tayshaun Prince,DET,28.0,82.0,71.95121951219512,59.0,23.0,32.9,13.2,5.1,11.5,44.8,0.6,1.8,36.3,2.3,2.9,76.8,1.3,3.5,4.9,3.3,1.1,0.5,0.4,1.1,25.5,4.0,0.0,6.2
07-08,Andrew Bynum,LAL,20.0,35.0,68.57142857142857,24.0,11.0,28.8,13.1,5.4,8.5,63.6,0.0,0.0,0.0,2.3,3.4,69.5,3.0,7.2,10.2,1.7,1.5,0.3,2.1,2.8,33.7,18.0,0.0,6.8
07-08,Grant Hill,PHX,35.0,70.0,65.71428571428571,46.0,24.0,31.7,13.1,5.1,10.2,50.3,0.5,1.5,31.7,2.4,2.8,86.7,1.1,4.0,5.0,2.9,1.4,0.9,0.8,2.2,27.3,4.0,0.0,4.5
07-08,Rafer Alston,HOU,31.0,74.0,68.91891891891892,51.0,23.0,34.1,13.1,4.9,12.5,39.4,1.9,5.5,35.1,1.3,1.9,71.5,0.4,3.1,3.5,5.3,2.2,1.3,0.2,1.9,27.8,4.0,0.0,4.4
07-08,Randy Foye,MIN,24.0,39.0,35.8974358974359,14.0,25.0,32.3,13.1,5.1,11.8,42.9,1.6,3.8,41.2,1.4,1.7,81.5,0.3,2.9,3.3,4.2,2.0,0.9,0.1,2.6,24.3,1.0,0.0,-3.7
07-08,Beno Udrih,SAC,25.0,65.0,47.69230769230769,31.0,34.0,32.0,12.8,5.0,10.9,46.3,0.8,2.1,38.7,1.9,2.3,85.0,0.5,2.8,3.3,4.3,2.3,0.9,0.2,2.1,24.1,3.0,0.0,-0.3
07-08,Cuttino Mobley,LAC,32.0,77.0,28.57142857142857,22.0,55.0,35.1,12.8,4.9,11.3,43.3,0.9,2.5,34.9,2.1,2.6,81.9,0.6,2.9,3.6,2.6,1.6,1.0,0.4,2.0,23.8,1.0,0.0,-5.7
07-08,Al Thornton,LAC,24.0,79.0,29.11392405063291,23.0,56.0,27.3,12.7,4.7,11.0,42.9,0.5,1.6,33.1,2.7,3.6,74.3,1.2,3.3,4.5,1.2,1.6,0.6,0.5,2.5,21.8,7.0,0.0,-5.1
07-08,Rasheed Wallace,DET,33.0,77.0,71.42857142857143,55.0,22.0,30.5,12.7,4.9,11.3,43.2,1.5,4.1,35.6,1.5,1.9,76.7,1.1,5.5,6.6,1.8,1.1,1.2,1.7,2.8,30.8,10.0,0.0,5.8
07-08,Nate Robinson,NYK,24.0,72.0,27.77777777777778,20.0,52.0,26.2,12.7,4.6,10.9,42.3,1.3,4.1,33.2,2.1,2.7,78.6,0.7,2.4,3.1,2.9,1.4,0.8,0.0,2.6,21.9,0.0,0.0,-2.0
07-08,Ryan Gomes,MIN,25.0,82.0,26.82926829268293,22.0,60.0,29.7,12.6,4.8,10.5,45.7,0.7,2.2,33.0,2.3,2.8,83.0,1.6,4.2,5.8,1.8,1.2,0.8,0.1,1.9,23.8,9.0,0.0,-3.2
07-08,John Salmons,SAC,28.0,81.0,45.67901234567901,37.0,44.0,31.1,12.5,4.7,9.9,47.7,0.5,1.5,32.5,2.6,3.2,82.3,0.9,3.4,4.3,2.6,2.1,1.1,0.4,2.1,24.0,6.0,0.0,-3.3
07-08,Anthony Parker,TOR,33.0,82.0,50.0,41.0,41.0,32.1,12.5,4.8,10.1,47.6,1.6,3.7,43.8,1.2,1.5,81.6,0.6,3.5,4.1,2.2,1.1,1.0,0.2,1.9,23.2,0.0,0.0,2.1
07-08,Willie Green,PHI,26.0,74.0,45.94594594594595,34.0,40.0,26.6,12.4,5.1,11.8,43.6,0.7,2.4,28.5,1.5,2.0,75.7,0.4,2.0,2.5,2.0,1.5,0.7,0.3,1.6,20.1,0.0,0.0,0.0
07-08,Tim Thomas,LAC,31.0,63.0,28.57142857142857,18.0,45.0,30.8,12.4,4.6,11.2,41.3,1.3,4.3,30.6,1.8,2.4,75.2,1.0,4.1,5.1,2.7,1.6,0.6,0.5,3.0,24.3,3.0,0.0,-3.3
07-08,Kenyon Martin,DEN,30.0,71.0,64.7887323943662,46.0,25.0,30.4,12.4,5.3,9.8,53.8,0.0,0.2,18.2,1.7,3.0,58.0,1.5,5.0,6.5,1.3,1.3,1.2,1.2,3.3,28.1,10.0,0.0,1.3
07-08,Francisco Garcia,SAC,26.0,79.0,48.10126582278481,38.0,41.0,26.5,12.3,4.4,9.5,46.3,1.4,3.7,39.1,2.1,2.6,77.9,0.7,2.7,3.3,1.6,1.6,1.2,0.6,2.9,22.7,1.0,0.0,-1.7
07-08,JR Smith,DEN,22.0,74.0,59.45945945945946,44.0,30.0,19.2,12.3,4.2,9.1,46.1,2.1,5.3,40.3,1.7,2.4,71.9,0.6,1.5,2.1,1.7,1.5,0.8,0.2,1.9,18.8,0.0,0.0,2.7
07-08,Troy Murphy,IND,28.0,75.0,44.0,33.0,42.0,28.1,12.2,4.2,9.2,45.5,1.3,3.1,39.8,2.6,3.2,79.7,1.4,5.8,7.2,2.2,1.3,0.7,0.4,2.9,26.2,10.0,0.0,-0.8
