DATE,PLAYER,TEAM,AGE,GP,WLP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
03-04,Sean Rooks,ORL,34.0,55.0,0.4,22.0,33.0,10.7,2.6,1.0,2.7,35.8,0.0,0.0,0.0,0.6,0.7,89.2,0.4,1.3,1.8,0.5,0.4,0.3,0.2,1.6,6.4,0.0,0.0,-0.7
03-04,Oliver Miller,MIN,34.0,48.0,0.7291666666666666,35.0,13.0,10.5,2.5,1.1,2.1,53.0,0.0,0.0,0.0,0.3,0.5,65.2,1.0,1.8,2.7,0.8,0.7,0.4,0.5,1.9,9.0,0.0,0.0,-0.2
03-04,Paul Grant,UTA,30.0,10.0,0.4,4.0,6.0,9.6,2.5,1.1,2.3,47.8,0.0,0.0,0.0,0.3,0.8,37.5,0.7,1.0,1.7,0.3,0.7,0.1,0.1,1.7,4.9,0.0,0.0,-2.1
03-04,Jamison Brewer,IND,23.0,13.0,0.7692307692307693,10.0,3.0,12.5,2.5,1.0,2.7,37.1,0.4,1.1,35.7,0.1,0.5,16.7,0.2,0.7,0.8,1.3,0.8,0.5,0.0,0.7,6.3,0.0,0.0,1.6
03-04,Mark Jackson,HOU,39.0,42.0,0.5238095238095238,22.0,20.0,13.8,2.5,0.8,2.4,34.0,0.2,1.0,17.1,0.7,0.9,71.8,0.2,1.4,1.7,2.8,1.3,0.4,0.0,1.0,8.7,0.0,0.0,0.2
03-04,Luke Walton,LAL,24.0,72.0,0.6944444444444444,50.0,22.0,10.0,2.4,0.9,2.1,42.5,0.2,0.5,33.3,0.4,0.6,70.5,0.5,1.2,1.8,1.6,0.6,0.4,0.1,1.0,7.8,0.0,0.0,0.6
03-04,Tamar Slay,NJN,24.0,22.0,0.5,11.0,11.0,7.2,2.4,1.0,2.7,35.0,0.2,0.5,33.3,0.3,0.6,50.0,0.5,0.7,1.1,0.6,0.5,0.3,0.0,0.9,5.3,0.0,0.0,-2.4
03-04,Kaniel Dickens,POR,25.0,3.0,0.6666666666666666,2.0,1.0,4.4,2.3,1.0,1.0,100.0,0.0,0.0,0.0,0.3,0.7,50.0,0.7,0.0,0.7,0.0,0.3,0.0,0.0,1.0,2.8,0.0,0.0,-1.0
03-04,Eddie Gill,POR,25.0,22.0,0.5454545454545454,12.0,10.0,7.0,2.3,0.7,1.6,41.7,0.1,0.4,37.5,0.8,0.9,85.0,0.2,0.6,0.8,0.7,0.5,0.4,0.0,0.7,5.1,0.0,0.0,-1.1
03-04,Jeff Trepagnier,DEN,24.0,11.0,0.45454545454545453,5.0,6.0,8.8,2.3,0.9,3.5,26.3,0.2,0.4,50.0,0.3,0.5,50.0,0.5,0.8,1.4,0.4,0.5,0.3,0.0,0.6,4.7,0.0,0.0,-2.2
03-04,DeSagana Diop,CLE,22.0,56.0,0.375,21.0,35.0,12.9,2.3,1.0,2.6,38.8,0.0,0.0,0.0,0.2,0.4,60.0,1.3,2.3,3.6,0.6,0.5,0.5,0.9,2.1,11.0,0.0,0.0,-1.1
03-04,Michael Ruffin,UTA,27.0,41.0,0.43902439024390244,18.0,23.0,17.8,2.2,0.9,2.9,32.5,0.0,0.0,0.0,0.4,0.9,42.1,1.9,3.1,5.0,1.0,1.0,0.5,0.5,2.5,11.9,0.0,0.0,-1.0
03-04,Jumaine Jones,BOS,25.0,42.0,0.42857142857142855,18.0,24.0,8.8,2.2,0.8,2.3,34.4,0.3,1.0,29.5,0.3,0.5,60.9,0.6,1.0,1.6,0.3,0.5,0.3,0.2,1.1,5.7,0.0,0.0,-1.3
03-04,Dan Dickau,POR,25.0,43.0,0.37209302325581395,16.0,27.0,6.8,2.2,0.9,2.3,37.8,0.2,0.7,33.3,0.3,0.3,78.6,0.2,0.4,0.6,0.9,0.6,0.4,0.0,1.0,4.8,0.0,0.0,-0.4
